timestamp,restaurantId,cornerId,queue_len,est_wait_time_min
2026-01-15T11:18:00+09:00,materials,single_dish,11,4
2026-01-15T11:18:00+09:00,life_science,dam_a,13,5
2026-01-15T11:18:00+09:00,life_science,pangeos,17,9
2026-01-15T11:19:00+09:00,hanyang_plaza,western,18,5
2026-01-15T11:19:00+09:00,hanyang_plaza,korean,34,10
2026-01-15T11:19:00+09:00,hanyang_plaza,instant,22,11
2026-01-15T11:19:00+09:00,hanyang_plaza,ramen,9,7
2026-01-15T11:19:00+09:00,materials,set_meal,13,5
2026-01-15T11:19:00+09:00,materials,single_dish,17,7
2026-01-15T11:19:00+09:00,life_science,dam_a,7,3
2026-01-15T11:19:00+09:00,life_science,pangeos,27,13
2026-01-15T11:20:00+09:00,hanyang_plaza,western,13,4
2026-01-15T11:20:00+09:00,hanyang_plaza,korean,16,5
2026-01-15T11:20:00+09:00,hanyang_plaza,instant,25,12
2026-01-15T11:20:00+09:00,hanyang_plaza,ramen,16,11
2026-01-15T11:20:00+09:00,materials,set_meal,18,6
2026-01-15T11:20:00+09:00,materials,single_dish,9,4
2026-01-15T11:20:00+09:00,life_science,dam_a,13,5
2026-01-15T11:20:00+09:00,life_science,pangeos,23,11
2026-01-15T11:21:00+09:00,hanyang_plaza,western,15,4
2026-01-15T11:21:00+09:00,hanyang_plaza,korean,23,7
2026-01-15T11:21:00+09:00,hanyang_plaza,instant,22,11
2026-01-15T11:21:00+09:00,hanyang_plaza,ramen,15,11
2026-01-15T11:21:00+09:00,materials,set_meal,19,6
2026-01-15T11:21:00+09:00,materials,single_dish,13,5
2026-01-15T11:21:00+09:00,life_science,dam_a,12,5
2026-01-15T11:21:00+09:00,life_science,pangeos,35,16
2026-01-15T11:22:00+09:00,hanyang_plaza,western,18,5
2026-01-15T11:22:00+09:00,hanyang_plaza,korean,35,10
2026-01-15T11:22:00+09:00,hanyang_plaza,instant,15,8
2026-01-15T11:22:00+09:00,hanyang_plaza,ramen,13,10
2026-01-15T11:22:00+09:00,materials,set_meal,15,5
2026-01-15T11:22:00+09:00,materials,single_dish,20,8
2026-01-15T11:22:00+09:00,life_science,dam_a,14,5
2026-01-15T11:22:00+09:00,life_science,pangeos,25,12
2026-01-15T11:23:00+09:00,hanyang_plaza,western,23,6
2026-01-15T11:23:00+09:00,hanyang_plaza,korean,29,9
2026-01-15T11:23:00+09:00,hanyang_plaza,instant,20,10
2026-01-15T11:23:00+09:00,hanyang_plaza,ramen,9,7
2026-01-15T11:23:00+09:00,materials,set_meal,16,5
2026-01-15T11:23:00+09:00,materials,single_dish,21,8
2026-01-15T11:23:00+09:00,life_science,dam_a,14,5
2026-01-15T11:23:00+09:00,life_science,pangeos,35,16
2026-01-15T11:24:00+09:00,hanyang_plaza,western,20,5
2026-01-15T11:24:00+09:00,hanyang_plaza,korean,30,9
2026-01-15T11:24:00+09:00,hanyang_plaza,instant,21,10
2026-01-15T11:24:00+09:00,hanyang_plaza,ramen,10,8
2026-01-15T11:24:00+09:00,materials,set_meal,17,6
2026-01-15T11:24:00+09:00,materials,single_dish,19,7
2026-01-15T11:24:00+09:00,life_science,dam_a,23,8
2026-01-15T11:24:00+09:00,life_science,pangeos,35,16
2026-01-15T11:25:00+09:00,hanyang_plaza,western,18,5
2026-01-15T11:25:00+09:00,hanyang_plaza,korean,30,9
2026-01-15T11:25:00+09:00,hanyang_plaza,instant,25,12
2026-01-15T11:25:00+09:00,hanyang_plaza,ramen,7,6
2026-01-15T11:25:00+09:00,materials,set_meal,25,8
2026-01-15T11:25:00+09:00,materials,single_dish,24,9
2026-01-15T11:25:00+09:00,life_science,dam_a,32,12
2026-01-15T11:25:00+09:00,life_science,pangeos,20,10
2026-01-15T11:26:00+09:00,hanyang_plaza,western,21,5
2026-01-15T11:26:00+09:00,hanyang_plaza,korean,30,9
2026-01-15T11:26:00+09:00,hanyang_plaza,instant,30,14
2026-01-15T11:26:00+09:00,hanyang_plaza,ramen,10,8
2026-01-15T11:26:00+09:00,materials,set_meal,16,5
2026-01-15T11:26:00+09:00,materials,single_dish,19,7
2026-01-15T11:26:00+09:00,life_science,dam_a,17,6
2026-01-15T11:26:00+09:00,life_science,pangeos,19,10
2026-01-15T11:27:00+09:00,hanyang_plaza,western,19,5
2026-01-15T11:27:00+09:00,hanyang_plaza,korean,28,8
2026-01-15T11:27:00+09:00,hanyang_plaza,instant,25,12
2026-01-15T11:27:00+09:00,hanyang_plaza,ramen,17,12
2026-01-15T11:27:00+09:00,materials,set_meal,13,5
2026-01-15T11:27:00+09:00,materials,single_dish,29,11
2026-01-15T11:27:00+09:00,life_science,dam_a,22,8
2026-01-15T11:27:00+09:00,life_science,pangeos,19,10
2026-01-15T11:28:00+09:00,hanyang_plaza,western,22,6
2026-01-15T11:28:00+09:00,hanyang_plaza,korean,35,10
2026-01-15T11:28:00+09:00,hanyang_plaza,instant,21,10
2026-01-15T11:28:00+09:00,hanyang_plaza,ramen,23,12
2026-01-15T11:28:00+09:00,materials,set_meal,19,6
2026-01-15T11:28:00+09:00,materials,single_dish,10,4
2026-01-15T11:28:00+09:00,life_science,dam_a,25,9
2026-01-15T11:28:00+09:00,life_science,pangeos,21,10
2026-01-15T11:29:00+09:00,hanyang_plaza,western,21,5
2026-01-15T11:29:00+09:00,hanyang_plaza,korean,29,9
2026-01-15T11:29:00+09:00,hanyang_plaza,instant,32,15
2026-01-15T11:29:00+09:00,hanyang_plaza,ramen,26,12
2026-01-15T11:29:00+09:00,materials,set_meal,13,5
2026-01-15T11:29:00+09:00,materials,single_dish,16,6
2026-01-15T11:29:00+09:00,life_science,dam_a,19,7
2026-01-15T11:29:00+09:00,life_science,pangeos,15,8
2026-01-15T11:30:00+09:00,hanyang_plaza,western,27,7
2026-01-15T11:30:00+09:00,hanyang_plaza,korean,35,10
2026-01-15T11:30:00+09:00,hanyang_plaza,instant,32,15
2026-01-15T11:30:00+09:00,hanyang_plaza,ramen,20,12
2026-01-15T11:30:00+09:00,materials,set_meal,10,4
2026-01-15T11:30:00+09:00,materials,single_dish,21,8
2026-01-15T11:30:00+09:00,life_science,dam_a,17,6
2026-01-15T11:30:00+09:00,life_science,pangeos,20,10
2026-01-15T11:31:00+09:00,hanyang_plaza,western,15,4
2026-01-15T11:31:00+09:00,hanyang_plaza,korean,35,10
2026-01-15T11:31:00+09:00,hanyang_plaza,instant,22,12
2026-01-15T11:31:00+09:00,hanyang_plaza,ramen,26,12
2026-01-15T11:31:00+09:00,materials,set_meal,8,4
2026-01-15T11:31:00+09:00,materials,single_dish,13,6
2026-01-15T11:31:00+09:00,life_science,dam_a,19,7
2026-01-15T11:31:00+09:00,life_science,pangeos,18,9
2026-01-15T11:32:00+09:00,hanyang_plaza,western,18,5
2026-01-15T11:32:00+09:00,hanyang_plaza,korean,35,10
2026-01-15T11:32:00+09:00,hanyang_plaza,instant,35,16
2026-01-15T11:32:00+09:00,hanyang_plaza,ramen,15,11
2026-01-15T11:32:00+09:00,materials,set_meal,12,4
2026-01-15T11:32:00+09:00,materials,single_dish,29,11
2026-01-15T11:32:00+09:00,life_science,dam_a,13,5
2026-01-15T11:32:00+09:00,life_science,pangeos,13,9
2026-01-15T11:33:00+09:00,hanyang_plaza,western,15,4
2026-01-15T11:33:00+09:00,hanyang_plaza,korean,27,8
2026-01-15T11:33:00+09:00,hanyang_plaza,instant,28,13
2026-01-15T11:33:00+09:00,hanyang_plaza,ramen,20,12
2026-01-15T11:33:00+09:00,materials,set_meal,7,4
2026-01-15T11:33:00+09:00,materials,single_dish,20,8
2026-01-15T11:33:00+09:00,life_science,dam_a,14,5
2026-01-15T11:33:00+09:00,life_science,pangeos,26,13
2026-01-15T11:34:00+09:00,hanyang_plaza,western,9,3
2026-01-15T11:34:00+09:00,hanyang_plaza,korean,28,8
2026-01-15T11:34:00+09:00,hanyang_plaza,instant,35,16
2026-01-15T11:34:00+09:00,hanyang_plaza,ramen,26,12
2026-01-15T11:34:00+09:00,materials,set_meal,9,4
2026-01-15T11:34:00+09:00,materials,single_dish,13,6
2026-01-15T11:34:00+09:00,life_science,dam_a,23,8
2026-01-15T11:34:00+09:00,life_science,pangeos,15,9
2026-01-15T11:35:00+09:00,hanyang_plaza,western,10,3
2026-01-15T11:35:00+09:00,hanyang_plaza,korean,24,7
2026-01-15T11:35:00+09:00,hanyang_plaza,instant,35,16
2026-01-15T11:35:00+09:00,hanyang_plaza,ramen,16,11
2026-01-15T11:35:00+09:00,materials,set_meal,7,4
2026-01-15T11:35:00+09:00,materials,single_dish,18,7
2026-01-15T11:35:00+09:00,life_science,dam_a,15,6
2026-01-15T11:35:00+09:00,life_science,pangeos,6,9
2026-01-15T11:36:00+09:00,hanyang_plaza,western,12,3
2026-01-15T11:36:00+09:00,hanyang_plaza,korean,32,9
2026-01-15T11:36:00+09:00,hanyang_plaza,instant,35,16
2026-01-15T11:36:00+09:00,hanyang_plaza,ramen,18,12
2026-01-15T11:36:00+09:00,materials,set_meal,12,4
2026-01-15T11:36:00+09:00,materials,single_dish,28,10
2026-01-15T11:36:00+09:00,life_science,dam_a,17,6
2026-01-15T11:36:00+09:00,life_science,pangeos,17,9
2026-01-15T11:37:00+09:00,hanyang_plaza,western,17,5
2026-01-15T11:37:00+09:00,hanyang_plaza,korean,23,7
2026-01-15T11:37:00+09:00,hanyang_plaza,instant,32,15
2026-01-15T11:37:00+09:00,hanyang_plaza,ramen,33,12
2026-01-15T11:37:00+09:00,materials,set_meal,9,4
2026-01-15T11:37:00+09:00,materials,single_dish,34,12
2026-01-15T11:37:00+09:00,life_science,dam_a,30,11
2026-01-15T11:37:00+09:00,life_science,pangeos,17,9
2026-01-15T11:38:00+09:00,hanyang_plaza,western,18,5
2026-01-15T11:38:00+09:00,hanyang_plaza,korean,29,9
2026-01-15T11:38:00+09:00,hanyang_plaza,instant,11,12
2026-01-15T11:38:00+09:00,hanyang_plaza,ramen,34,12
2026-01-15T11:38:00+09:00,materials,set_meal,14,5
2026-01-15T11:38:00+09:00,materials,single_dish,32,12
2026-01-15T11:38:00+09:00,life_science,dam_a,31,11
2026-01-15T11:38:00+09:00,life_science,pangeos,16,9
2026-01-15T11:39:00+09:00,hanyang_plaza,western,12,3
2026-01-15T11:39:00+09:00,hanyang_plaza,korean,35,10
2026-01-15T11:39:00+09:00,hanyang_plaza,instant,25,12
2026-01-15T11:39:00+09:00,hanyang_plaza,ramen,22,12
2026-01-15T11:39:00+09:00,materials,set_meal,13,5
2026-01-15T11:39:00+09:00,materials,single_dish,24,9
2026-01-15T11:39:00+09:00,life_science,dam_a,33,12
2026-01-15T11:39:00+09:00,life_science,pangeos,14,9
2026-01-15T11:40:00+09:00,hanyang_plaza,western,3,3
2026-01-15T11:40:00+09:00,hanyang_plaza,korean,24,7
2026-01-15T11:40:00+09:00,hanyang_plaza,instant,29,14
2026-01-15T11:40:00+09:00,hanyang_plaza,ramen,25,12
2026-01-15T11:40:00+09:00,materials,set_meal,20,7
2026-01-15T11:40:00+09:00,materials,single_dish,22,8
2026-01-15T11:40:00+09:00,life_science,dam_a,23,8
2026-01-15T11:40:00+09:00,life_science,pangeos,5,9
2026-01-15T11:41:00+09:00,hanyang_plaza,western,5,3
2026-01-15T11:41:00+09:00,hanyang_plaza,korean,28,8
2026-01-15T11:41:00+09:00,hanyang_plaza,instant,35,16
2026-01-15T11:41:00+09:00,hanyang_plaza,ramen,29,12
2026-01-15T11:41:00+09:00,materials,set_meal,17,6
2026-01-15T11:41:00+09:00,materials,single_dish,17,7
2026-01-15T11:41:00+09:00,life_science,dam_a,16,6
2026-01-15T11:41:00+09:00,life_science,pangeos,11,9
2026-01-15T11:42:00+09:00,hanyang_plaza,western,10,3
2026-01-15T11:42:00+09:00,hanyang_plaza,korean,25,7
2026-01-15T11:42:00+09:00,hanyang_plaza,instant,28,13
2026-01-15T11:42:00+09:00,hanyang_plaza,ramen,22,12
2026-01-15T11:42:00+09:00,materials,set_meal,28,9
2026-01-15T11:42:00+09:00,materials,single_dish,20,8
2026-01-15T11:42:00+09:00,life_science,dam_a,25,9
2026-01-15T11:42:00+09:00,life_science,pangeos,21,10
2026-01-15T11:43:00+09:00,hanyang_plaza,western,13,4
2026-01-15T11:43:00+09:00,hanyang_plaza,korean,33,10
2026-01-15T11:43:00+09:00,hanyang_plaza,instant,22,12
2026-01-15T11:43:00+09:00,hanyang_plaza,ramen,19,12
2026-01-15T11:43:00+09:00,materials,set_meal,29,10
2026-01-15T11:43:00+09:00,materials,single_dish,23,9
2026-01-15T11:43:00+09:00,life_science,dam_a,23,8
2026-01-15T11:43:00+09:00,life_science,pangeos,19,10
2026-01-15T11:44:00+09:00,hanyang_plaza,western,16,4
2026-01-15T11:44:00+09:00,hanyang_plaza,korean,35,10
2026-01-15T11:44:00+09:00,hanyang_plaza,instant,31,15
2026-01-15T11:44:00+09:00,hanyang_plaza,ramen,22,12
2026-01-15T11:44:00+09:00,materials,set_meal,17,6
2026-01-15T11:44:00+09:00,materials,single_dish,27,10
2026-01-15T11:44:00+09:00,life_science,dam_a,30,11
2026-01-15T11:44:00+09:00,life_science,pangeos,19,10
2026-01-15T11:45:00+09:00,hanyang_plaza,western,14,4
2026-01-15T11:45:00+09:00,hanyang_plaza,korean,35,10
2026-01-15T11:45:00+09:00,hanyang_plaza,instant,35,16
2026-01-15T11:45:00+09:00,hanyang_plaza,ramen,10,8
2026-01-15T11:45:00+09:00,materials,set_meal,18,6
2026-01-15T11:45:00+09:00,materials,single_dish,18,7
2026-01-15T11:45:00+09:00,life_science,dam_a,30,11
2026-01-15T11:45:00+09:00,life_science,pangeos,15,9
2026-01-15T11:46:00+09:00,hanyang_plaza,western,24,6
2026-01-15T11:46:00+09:00,hanyang_plaza,korean,27,8
2026-01-15T11:46:00+09:00,hanyang_plaza,instant,35,16
2026-01-15T11:46:00+09:00,hanyang_plaza,ramen,34,12
2026-01-15T11:46:00+09:00,materials,set_meal,18,6
2026-01-15T11:46:00+09:00,materials,single_dish,17,7
2026-01-15T11:46:00+09:00,life_science,dam_a,22,8
2026-01-15T11:46:00+09:00,life_science,pangeos,18,9
2026-01-15T11:47:00+09:00,hanyang_plaza,western,35,9
2026-01-15T11:47:00+09:00,hanyang_plaza,korean,35,10
2026-01-15T11:47:00+09:00,hanyang_plaza,instant,27,13
2026-01-15T11:47:00+09:00,hanyang_plaza,ramen,23,12
2026-01-15T11:47:00+09:00,materials,set_meal,6,4
2026-01-15T11:47:00+09:00,materials,single_dish,21,8
2026-01-15T11:47:00+09:00,life_science,dam_a,26,9
2026-01-15T11:47:00+09:00,life_science,pangeos,35,16
2026-01-15T11:48:00+09:00,hanyang_plaza,western,24,6
2026-01-15T11:48:00+09:00,hanyang_plaza,korean,19,6
2026-01-15T11:48:00+09:00,hanyang_plaza,instant,29,14
2026-01-15T11:48:00+09:00,hanyang_plaza,ramen,17,12
2026-01-15T11:48:00+09:00,materials,set_meal,16,5
2026-01-15T11:48:00+09:00,materials,single_dish,29,11
2026-01-15T11:48:00+09:00,life_science,dam_a,25,9
2026-01-15T11:48:00+09:00,life_science,pangeos,29,14
2026-01-15T11:49:00+09:00,hanyang_plaza,western,29,7
2026-01-15T11:49:00+09:00,hanyang_plaza,korean,27,8
2026-01-15T11:49:00+09:00,hanyang_plaza,instant,24,12
2026-01-15T11:49:00+09:00,hanyang_plaza,ramen,13,10
2026-01-15T11:49:00+09:00,materials,set_meal,5,4
2026-01-15T11:49:00+09:00,materials,single_dish,22,8
2026-01-15T11:49:00+09:00,life_science,dam_a,32,12
2026-01-15T11:49:00+09:00,life_science,pangeos,25,12
2026-01-15T11:50:00+09:00,hanyang_plaza,western,35,9
2026-01-15T11:50:00+09:00,hanyang_plaza,korean,22,7
2026-01-15T11:50:00+09:00,hanyang_plaza,instant,19,12
2026-01-15T11:50:00+09:00,hanyang_plaza,ramen,20,12
2026-01-15T11:50:00+09:00,materials,set_meal,8,4
2026-01-15T11:50:00+09:00,materials,single_dish,20,8
2026-01-15T11:50:00+09:00,life_science,dam_a,35,12
2026-01-15T11:50:00+09:00,life_science,pangeos,29,14
2026-01-15T11:51:00+09:00,hanyang_plaza,western,20,5
2026-01-15T11:51:00+09:00,hanyang_plaza,korean,17,5
2026-01-15T11:51:00+09:00,hanyang_plaza,instant,35,16
2026-01-15T11:51:00+09:00,hanyang_plaza,ramen,24,12
2026-01-15T11:51:00+09:00,materials,set_meal,12,4
2026-01-15T11:51:00+09:00,materials,single_dish,21,8
2026-01-15T11:51:00+09:00,life_science,dam_a,33,12
2026-01-15T11:51:00+09:00,life_science,pangeos,34,16
2026-01-15T11:52:00+09:00,hanyang_plaza,western,22,6
2026-01-15T11:52:00+09:00,hanyang_plaza,korean,21,6
2026-01-15T11:52:00+09:00,hanyang_plaza,instant,30,14
2026-01-15T11:52:00+09:00,hanyang_plaza,ramen,30,12
2026-01-15T11:52:00+09:00,materials,set_meal,15,5
2026-01-15T11:52:00+09:00,materials,single_dish,34,12
2026-01-15T11:52:00+09:00,life_science,dam_a,22,8
2026-01-15T11:52:00+09:00,life_science,pangeos,22,11
2026-01-15T11:53:00+09:00,hanyang_plaza,western,26,7
2026-01-15T11:53:00+09:00,hanyang_plaza,korean,18,5
2026-01-15T11:53:00+09:00,hanyang_plaza,instant,35,16
2026-01-15T11:53:00+09:00,hanyang_plaza,ramen,27,12
2026-01-15T11:53:00+09:00,materials,set_meal,12,4
2026-01-15T11:53:00+09:00,materials,single_dish,21,8
2026-01-15T11:53:00+09:00,life_science,dam_a,17,6
2026-01-15T11:53:00+09:00,life_science,pangeos,19,10
2026-01-15T11:54:00+09:00,hanyang_plaza,western,24,6
2026-01-15T11:54:00+09:00,hanyang_plaza,korean,20,6
2026-01-15T11:54:00+09:00,hanyang_plaza,instant,27,13
2026-01-15T11:54:00+09:00,hanyang_plaza,ramen,21,12
2026-01-15T11:54:00+09:00,materials,set_meal,10,4
2026-01-15T11:54:00+09:00,materials,single_dish,20,8
2026-01-15T11:54:00+09:00,life_science,dam_a,22,8
2026-01-15T11:54:00+09:00,life_science,pangeos,22,11
2026-01-15T11:55:00+09:00,hanyang_plaza,western,27,7
2026-01-15T11:55:00+09:00,hanyang_plaza,korean,17,5
2026-01-15T11:55:00+09:00,hanyang_plaza,instant,26,13
2026-01-15T11:55:00+09:00,hanyang_plaza,ramen,31,12
2026-01-15T11:55:00+09:00,materials,set_meal,4,4
2026-01-15T11:55:00+09:00,materials,single_dish,25,9
