timestamp,restaurantId,cornerId,queue_len,data_type
2026-01-14T11:28:00+09:00,hanyang_plaza,instant,32,observed
2026-01-14T11:28:00+09:00,hanyang_plaza,ramen,22,observed
2026-01-14T11:28:00+09:00,materials,set_meal,19,observed
2026-01-14T11:28:00+09:00,materials,single_dish,24,observed
2026-01-14T11:28:00+09:00,life_science,dam_a,15,observed
2026-01-14T11:28:00+09:00,life_science,pangeos,16,observed
2026-01-14T11:29:00+09:00,hanyang_plaza,western,17,observed
2026-01-14T11:29:00+09:00,hanyang_plaza,korean,23,observed
2026-01-14T11:29:00+09:00,hanyang_plaza,instant,33,observed
2026-01-14T11:29:00+09:00,hanyang_plaza,ramen,20,observed
2026-01-14T11:29:00+09:00,materials,set_meal,16,observed
2026-01-14T11:29:00+09:00,materials,single_dish,21,observed
2026-01-14T11:29:00+09:00,life_science,dam_a,18,observed
2026-01-14T11:29:00+09:00,life_science,pangeos,13,observed
2026-01-14T11:30:00+09:00,hanyang_plaza,western,20,observed
2026-01-14T11:30:00+09:00,hanyang_plaza,korean,20,observed
2026-01-14T11:30:00+09:00,hanyang_plaza,instant,31,observed
2026-01-14T11:30:00+09:00,hanyang_plaza,ramen,17,observed
2026-01-14T11:30:00+09:00,materials,set_meal,18,observed
2026-01-14T11:30:00+09:00,materials,single_dish,24,observed
2026-01-14T11:30:00+09:00,life_science,dam_a,21,observed
2026-01-14T11:30:00+09:00,life_science,pangeos,16,observed
2026-01-14T11:31:00+09:00,hanyang_plaza,western,20,observed
2026-01-14T11:31:00+09:00,hanyang_plaza,korean,20,observed
2026-01-14T11:31:00+09:00,hanyang_plaza,instant,32,observed
2026-01-14T11:31:00+09:00,hanyang_plaza,ramen,20,observed
2026-01-14T11:31:00+09:00,materials,set_meal,15,observed
2026-01-14T11:31:00+09:00,materials,single_dish,27,observed
2026-01-14T11:31:00+09:00,life_science,dam_a,23,observed
2026-01-14T11:31:00+09:00,life_science,pangeos,19,observed
2026-01-14T11:32:00+09:00,hanyang_plaza,western,18,observed
2026-01-14T11:32:00+09:00,hanyang_plaza,korean,21,observed
2026-01-14T11:32:00+09:00,hanyang_plaza,instant,35,observed
2026-01-14T11:32:00+09:00,hanyang_plaza,ramen,23,observed
2026-01-14T11:32:00+09:00,materials,set_meal,15,observed
2026-01-14T11:32:00+09:00,materials,single_dish,29,observed
2026-01-14T11:32:00+09:00,life_science,dam_a,20,observed
2026-01-14T11:32:00+09:00,life_science,pangeos,16,observed
2026-01-14T11:33:00+09:00,hanyang_plaza,western,21,observed
2026-01-14T11:33:00+09:00,hanyang_plaza,korean,23,observed
2026-01-14T11:33:00+09:00,hanyang_plaza,instant,35,observed
2026-01-14T11:33:00+09:00,hanyang_plaza,ramen,20,observed
2026-01-14T11:33:00+09:00,materials,set_meal,18,observed
2026-01-14T11:33:00+09:00,materials,single_dish,26,observed
2026-01-14T11:33:00+09:00,life_science,dam_a,23,observed
2026-01-14T11:33:00+09:00,life_science,pangeos,19,observed
2026-01-14T11:34:00+09:00,hanyang_plaza,western,18,observed
2026-01-14T11:34:00+09:00,hanyang_plaza,korean,22,observed
2026-01-14T11:34:00+09:00,hanyang_plaza,instant,34,observed
2026-01-14T11:34:00+09:00,hanyang_plaza,ramen,21,observed
2026-01-14T11:34:00+09:00,materials,set_meal,19,observed
2026-01-14T11:34:00+09:00,materials,single_dish,28,observed
2026-01-14T11:34:00+09:00,life_science,dam_a,20,observed
2026-01-14T11:34:00+09:00,life_science,pangeos,22,observed
2026-01-14T11:35:00+09:00,hanyang_plaza,western,15,observed
2026-01-14T11:35:00+09:00,hanyang_plaza,korean,19,observed
2026-01-14T11:35:00+09:00,hanyang_plaza,instant,34,observed
2026-01-14T11:35:00+09:00,hanyang_plaza,ramen,24,observed
2026-01-14T11:35:00+09:00,materials,set_meal,16,observed
2026-01-14T11:35:00+09:00,materials,single_dish,25,observed
2026-01-14T11:35:00+09:00,life_science,dam_a,17,observed
2026-01-14T11:35:00+09:00,life_science,pangeos,19,observed
2026-01-14T11:36:00+09:00,hanyang_plaza,western,16,observed
2026-01-14T11:36:00+09:00,hanyang_plaza,korean,16,observed
2026-01-14T11:36:00+09:00,hanyang_plaza,instant,34,observed
2026-01-14T11:36:00+09:00,hanyang_plaza,ramen,21,observed
2026-01-14T11:36:00+09:00,materials,set_meal,13,observed
2026-01-14T11:36:00+09:00,materials,single_dish,26,observed
2026-01-14T11:36:00+09:00,life_science,dam_a,17,observed
2026-01-14T11:36:00+09:00,life_science,pangeos,19,observed
2026-01-14T11:37:00+09:00,hanyang_plaza,western,13,observed
2026-01-14T11:37:00+09:00,hanyang_plaza,korean,13,observed
2026-01-14T11:37:00+09:00,hanyang_plaza,instant,35,observed
2026-01-14T11:37:00+09:00,hanyang_plaza,ramen,18,observed
2026-01-14T11:37:00+09:00,materials,set_meal,10,observed
2026-01-14T11:37:00+09:00,materials,single_dish,28,observed
2026-01-14T11:37:00+09:00,life_science,dam_a,18,observed
2026-01-14T11:37:00+09:00,life_science,pangeos,22,observed
2026-01-14T11:38:00+09:00,hanyang_plaza,western,16,observed
2026-01-14T11:38:00+09:00,hanyang_plaza,korean,10,observed
2026-01-14T11:38:00+09:00,hanyang_plaza,instant,35,observed
2026-01-14T11:38:00+09:00,hanyang_plaza,ramen,21,observed
2026-01-14T11:38:00+09:00,materials,set_meal,13,observed
2026-01-14T11:38:00+09:00,materials,single_dish,25,observed
2026-01-14T11:38:00+09:00,life_science,dam_a,15,observed
2026-01-14T11:38:00+09:00,life_science,pangeos,22,observed
2026-01-14T11:39:00+09:00,hanyang_plaza,western,13,observed
2026-01-14T11:39:00+09:00,hanyang_plaza,korean,12,observed
2026-01-14T11:39:00+09:00,hanyang_plaza,instant,32,observed
2026-01-14T11:39:00+09:00,hanyang_plaza,ramen,24,observed
2026-01-14T11:39:00+09:00,materials,set_meal,11,observed
2026-01-14T11:39:00+09:00,materials,single_dish,28,observed
2026-01-14T11:39:00+09:00,life_science,dam_a,12,observed
2026-01-14T11:39:00+09:00,life_science,pangeos,25,observed
2026-01-14T11:40:00+09:00,hanyang_plaza,western,16,observed
2026-01-14T11:40:00+09:00,hanyang_plaza,korean,15,observed
2026-01-14T11:40:00+09:00,hanyang_plaza,instant,35,observed
2026-01-14T11:40:00+09:00,hanyang_plaza,ramen,21,observed
2026-01-14T11:40:00+09:00,materials,set_meal,14,observed
2026-01-14T11:40:00+09:00,materials,single_dish,27,observed
2026-01-14T11:40:00+09:00,life_science,dam_a,13,observed
2026-01-14T11:40:00+09:00,life_science,pangeos,28,observed
2026-01-14T11:41:00+09:00,hanyang_plaza,western,19,observed
2026-01-14T11:41:00+09:00,hanyang_plaza,korean,12,observed
2026-01-14T11:41:00+09:00,hanyang_plaza,instant,35,observed
2026-01-14T11:41:00+09:00,hanyang_plaza,ramen,24,observed
2026-01-14T11:41:00+09:00,materials,set_meal,11,observed
2026-01-14T11:41:00+09:00,materials,single_dish,27,observed
2026-01-14T11:41:00+09:00,life_science,dam_a,16,observed
2026-01-14T11:41:00+09:00,life_science,pangeos,25,observed
2026-01-14T11:42:00+09:00,hanyang_plaza,western,22,observed
2026-01-14T11:42:00+09:00,hanyang_plaza,korean,11,observed
2026-01-14T11:42:00+09:00,hanyang_plaza,instant,35,observed
2026-01-14T11:42:00+09:00,hanyang_plaza,ramen,21,observed
2026-01-14T11:42:00+09:00,materials,set_meal,14,observed
2026-01-14T11:42:00+09:00,materials,single_dish,24,observed
2026-01-14T11:42:00+09:00,life_science,dam_a,15,observed
2026-01-14T11:42:00+09:00,life_science,pangeos,28,observed
2026-01-14T11:43:00+09:00,hanyang_plaza,western,22,observed
2026-01-14T11:43:00+09:00,hanyang_plaza,korean,14,observed
2026-01-14T11:43:00+09:00,hanyang_plaza,instant,35,observed
2026-01-14T11:43:00+09:00,hanyang_plaza,ramen,24,observed
2026-01-14T11:43:00+09:00,materials,set_meal,17,observed
2026-01-14T11:43:00+09:00,materials,single_dish,21,observed
2026-01-14T11:43:00+09:00,life_science,dam_a,12,observed
2026-01-14T11:43:00+09:00,life_science,pangeos,25,observed
2026-01-14T11:44:00+09:00,hanyang_plaza,western,22,observed
2026-01-14T11:44:00+09:00,hanyang_plaza,korean,17,observed
2026-01-14T11:44:00+09:00,hanyang_plaza,instant,35,observed
2026-01-14T11:44:00+09:00,hanyang_plaza,ramen,21,observed
2026-01-14T11:44:00+09:00,materials,set_meal,20,observed
2026-01-14T11:44:00+09:00,materials,single_dish,18,observed
2026-01-14T11:44:00+09:00,life_science,dam_a,9,observed
2026-01-14T11:44:00+09:00,life_science,pangeos,22,observed
2026-01-14T11:45:00+09:00,hanyang_plaza,western,19,observed
2026-01-14T11:45:00+09:00,hanyang_plaza,korean,14,observed
2026-01-14T11:45:00+09:00,hanyang_plaza,instant,35,observed
2026-01-14T11:45:00+09:00,hanyang_plaza,ramen,21,observed
2026-01-14T11:45:00+09:00,materials,set_meal,21,observed
2026-01-14T11:45:00+09:00,materials,single_dish,21,observed
2026-01-14T11:45:00+09:00,life_science,dam_a,10,observed
2026-01-14T11:45:00+09:00,life_science,pangeos,25,observed
2026-01-14T11:46:00+09:00,hanyang_plaza,western,16,observed
2026-01-14T11:46:00+09:00,hanyang_plaza,korean,17,observed
2026-01-14T11:46:00+09:00,hanyang_plaza,instant,32,observed
2026-01-14T11:46:00+09:00,hanyang_plaza,ramen,24,observed
2026-01-14T11:46:00+09:00,materials,set_meal,18,observed
2026-01-14T11:46:00+09:00,materials,single_dish,20,observed
2026-01-14T11:46:00+09:00,life_science,dam_a,12,observed
2026-01-14T11:46:00+09:00,life_science,pangeos,26,observed
2026-01-14T11:47:00+09:00,hanyang_plaza,western,13,observed
2026-01-14T11:47:00+09:00,hanyang_plaza,korean,20,observed
2026-01-14T11:47:00+09:00,hanyang_plaza,instant,35,observed
2026-01-14T11:47:00+09:00,hanyang_plaza,ramen,24,observed
2026-01-14T11:47:00+09:00,materials,set_meal,20,observed
2026-01-14T11:47:00+09:00,materials,single_dish,23,observed
2026-01-14T11:47:00+09:00,life_science,dam_a,12,observed
2026-01-14T11:47:00+09:00,life_science,pangeos,29,observed
2026-01-14T11:48:00+09:00,hanyang_plaza,western,16,observed
2026-01-14T11:48:00+09:00,hanyang_plaza,korean,23,observed
2026-01-14T11:48:00+09:00,hanyang_plaza,instant,32,observed
2026-01-14T11:48:00+09:00,hanyang_plaza,ramen,21,observed
2026-01-14T11:48:00+09:00,materials,set_meal,19,observed
2026-01-14T11:48:00+09:00,materials,single_dish,26,observed
2026-01-14T11:48:00+09:00,life_science,dam_a,15,observed
2026-01-14T11:48:00+09:00,life_science,pangeos,26,observed
2026-01-14T11:49:00+09:00,hanyang_plaza,western,13,observed
2026-01-14T11:49:00+09:00,hanyang_plaza,korean,24,observed
2026-01-14T11:49:00+09:00,hanyang_plaza,instant,32,observed
2026-01-14T11:49:00+09:00,hanyang_plaza,ramen,24,observed
2026-01-14T11:49:00+09:00,materials,set_meal,16,observed
2026-01-14T11:49:00+09:00,materials,single_dish,29,observed
2026-01-14T11:49:00+09:00,life_science,dam_a,18,observed
2026-01-14T11:49:00+09:00,life_science,pangeos,29,observed
2026-01-14T11:50:00+09:00,hanyang_plaza,western,15,observed
2026-01-14T11:50:00+09:00,hanyang_plaza,korean,21,observed
2026-01-14T11:50:00+09:00,hanyang_plaza,instant,35,observed
2026-01-14T11:50:00+09:00,hanyang_plaza,ramen,27,observed
2026-01-14T11:50:00+09:00,materials,set_meal,13,observed
2026-01-14T11:50:00+09:00,materials,single_dish,28,observed
2026-01-14T11:50:00+09:00,life_science,dam_a,17,observed
2026-01-14T11:50:00+09:00,life_science,pangeos,31,observed
2026-01-14T11:51:00+09:00,hanyang_plaza,western,12,observed
2026-01-14T11:51:00+09:00,hanyang_plaza,korean,23,observed
2026-01-14T11:51:00+09:00,hanyang_plaza,instant,35,observed
2026-01-14T11:51:00+09:00,hanyang_plaza,ramen,29,observed
2026-01-14T11:51:00+09:00,materials,set_meal,16,observed
2026-01-14T11:51:00+09:00,materials,single_dish,25,observed
2026-01-14T11:51:00+09:00,life_science,dam_a,14,observed
2026-01-14T11:51:00+09:00,life_science,pangeos,28,observed
2026-01-14T11:52:00+09:00,hanyang_plaza,western,15,observed
2026-01-14T11:52:00+09:00,hanyang_plaza,korean,23,observed
2026-01-14T11:52:00+09:00,hanyang_plaza,instant,35,observed
2026-01-14T11:52:00+09:00,hanyang_plaza,ramen,30,observed
2026-01-14T11:52:00+09:00,materials,set_meal,14,observed
2026-01-14T11:52:00+09:00,materials,single_dish,28,observed
2026-01-14T11:52:00+09:00,life_science,dam_a,16,observed
2026-01-14T11:52:00+09:00,life_science,pangeos,25,observed
2026-01-14T11:53:00+09:00,hanyang_plaza,western,15,observed
2026-01-14T11:53:00+09:00,hanyang_plaza,korean,21,observed
2026-01-14T11:53:00+09:00,hanyang_plaza,instant,35,observed
2026-01-14T11:53:00+09:00,hanyang_plaza,ramen,27,observed
2026-01-14T11:53:00+09:00,materials,set_meal,14,observed
2026-01-14T11:53:00+09:00,materials,single_dish,25,observed
2026-01-14T11:53:00+09:00,life_science,dam_a,19,observed
2026-01-14T11:53:00+09:00,life_science,pangeos,28,observed
